age,gender,height_cm,weight_kg,activity_level,activity_level_encoded,calorie_needs,protein_g,fat_g,carb_g
64,1,161,98,active,1.725,2882.90625,144.14531250000002,96.096875,360.36328125
42,0,187,57,sedentary,1.2,1641.3,82.065,54.71,205.1625
19,0,183,92,sedentary,1.2,2169.2999999999997,108.46499999999999,72.30999999999999,271.16249999999997
27,0,163,69,moderate,1.55,2189.7625000000003,109.48812500000003,72.99208333333334,273.72031250000003
47,1,185,82,sedentary,1.2,2095.5,104.775,69.85,261.9375
62,0,182,75,active,1.725,2443.4625,122.17312500000001,81.44875,305.4328125
22,0,172,88,moderate,1.55,2610.2000000000003,130.51000000000002,87.00666666666667,326.27500000000003
50,1,199,70,moderate,1.55,2633.0625,131.65312500000002,87.76875,329.1328125
18,0,194,98,light,1.375,2669.5625,133.478125,88.98541666666667,333.6953125
35,0,151,91,light,1.375,2086.90625,104.3453125,69.56354166666667,260.86328125
49,0,190,92,sedentary,1.2,2041.8,102.09,68.06,255.225
64,1,170,90,moderate,1.55,2553.625,127.68125,85.12083333333334,319.203125
28,1,151,58,light,1.375,1909.53125,95.4765625,63.651041666666664,238.69140625
38,1,176,73,active,1.725,2837.625,141.88125,94.5875,354.703125
43,1,158,86,light,1.375,2251.5625,112.578125,75.05208333333333,281.4453125
42,1,150,98,light,1.375,2354.6875,117.734375,78.48958333333333,294.3359375
39,1,160,90,moderate,1.55,2650.5,132.525,88.35,331.3125
44,1,152,66,moderate,1.55,2162.25,108.11250000000001,72.07499999999999,270.28125
30,0,172,73,very_active,1.9,2838.6,141.93,94.61999999999999,354.825
50,0,175,70,active,1.725,2385.24375,119.26218750000001,79.508125,298.15546875
51,1,153,88,moderate,1.55,2458.6875,122.934375,81.95625,307.3359375
58,0,167,90,sedentary,1.2,1791.3,89.565,59.71,223.9125
52,0,155,88,active,1.725,2462.86875,123.1434375,82.095625,307.85859375
18,1,184,62,active,1.725,2906.625,145.33125,96.88749999999999,363.328125
38,0,171,60,moderate,1.55,2042.5125,102.12562500000001,68.08375,255.3140625
23,0,192,95,active,1.725,3232.65,161.63250000000002,107.755,404.08125
45,0,164,68,moderate,1.55,2044.45,102.22250000000001,68.14833333333334,255.55625
34,0,171,60,light,1.375,1839.40625,91.9703125,61.313541666666666,229.92578125
22,0,186,62,very_active,1.9,2871.85,143.5925,95.72833333333332,358.98125
48,1,191,95,light,1.375,2624.53125,131.2265625,87.484375,328.06640625
22,1,161,94,moderate,1.55,2853.9375,142.696875,95.13125,356.7421875
55,1,196,50,moderate,1.55,2255.25,112.7625,75.175,281.90625
20,0,198,89,light,1.375,2566.4375,128.321875,85.54791666666667,320.8046875
40,1,191,93,sedentary,1.2,2314.5,115.72500000000001,77.15,289.3125
54,0,187,68,sedentary,1.2,1701.3,85.065,56.71,212.6625
54,0,167,61,sedentary,1.2,1467.3,73.365,48.91,183.4125
27,0,194,57,moderate,1.55,2304.0750000000003,115.20375000000001,76.80250000000001,288.00937500000003
27,0,184,57,active,1.725,2456.4,122.82000000000001,81.88,307.05
36,1,179,94,moderate,1.55,2919.8125,145.990625,97.32708333333333,364.9765625
34,1,173,61,active,1.725,2632.78125,131.6390625,87.759375,329.09765625
38,0,191,97,light,1.375,2492.53125,124.6265625,83.084375,311.56640625
31,1,179,82,very_active,1.9,3398.625,169.93125,113.2875,424.828125
26,0,163,94,active,1.725,2876.86875,143.84343750000002,95.895625,359.60859375
63,1,155,75,sedentary,1.2,1690.5,84.525,56.349999999999994,211.3125
18,1,152,88,moderate,1.55,2704.75,135.2375,90.15833333333333,338.09375
62,0,165,77,light,1.375,1829.09375,91.4546875,60.969791666666666,228.63671875
30,1,156,54,sedentary,1.2,1644.0,82.2,54.8,205.5
21,0,163,57,light,1.375,1818.78125,90.9390625,60.626041666666666,227.34765625
18,1,158,74,very_active,1.9,3120.75,156.03750000000002,104.02499999999999,390.09375
57,0,164,76,moderate,1.55,2075.4500000000003,103.77250000000002,69.18166666666667,259.43125000000003
49,0,170,95,moderate,1.55,2490.0750000000003,124.50375000000003,83.0025,311.25937500000003
51,1,184,72,very_active,1.9,3078.0,153.9,102.6,384.75
45,1,151,79,moderate,1.55,2346.3125,117.31562500000001,78.21041666666666,293.2890625
48,0,176,94,active,1.725,2827.275,141.36375,94.2425,353.409375
25,1,151,96,light,1.375,2452.65625,122.6328125,81.75520833333333,306.58203125
56,1,184,72,sedentary,1.2,1914.0,95.7,63.79999999999999,239.25
43,0,167,98,very_active,1.9,3130.725,156.53625,104.3575,391.340625
51,0,163,96,active,1.725,2695.74375,134.78718750000002,89.858125,336.96796875
20,1,169,69,sedentary,1.2,1981.5,99.075,66.05,247.6875
29,0,167,67,sedentary,1.2,1689.3,84.465,56.309999999999995,211.1625
18,0,159,67,very_active,1.9,2684.225,134.21125,89.47416666666666,335.528125
61,0,174,51,active,1.725,1951.8375,97.59187500000002,65.06125,243.9796875
22,1,151,53,sedentary,1.2,1642.5,82.125,54.75,205.3125
47,1,174,79,sedentary,1.2,1977.0,98.85000000000001,65.9,247.125
47,0,182,82,active,1.725,2693.5875,134.67937500000002,89.78625,336.6984375
34,1,185,85,moderate,1.55,2853.9375,142.696875,95.13125,356.7421875
64,0,180,67,sedentary,1.2,1576.8,78.84,52.559999999999995,197.1
40,1,163,86,light,1.375,2315.15625,115.7578125,77.171875,289.39453125
32,0,150,68,active,1.725,2236.4625,111.823125,74.54875,279.5578125
54,0,195,96,sedentary,1.2,2097.2999999999997,104.865,69.91,262.16249999999997
38,1,165,77,very_active,1.9,3070.875,153.54375000000002,102.3625,383.859375
31,0,195,89,light,1.375,2465.03125,123.2515625,82.16770833333334,308.12890625
19,1,152,69,sedentary,1.2,1860.0,93.0,62.0,232.5
28,1,184,98,light,1.375,2743.125,137.15625,91.4375,342.890625
56,0,190,82,light,1.375,2153.9375,107.696875,71.79791666666667,269.2421875
55,0,155,61,moderate,1.55,1771.2625,88.56312500000001,59.04208333333333,221.4078125
51,1,174,64,light,1.375,2031.5625,101.578125,67.71875,253.9453125
55,0,162,90,moderate,1.55,2288.5750000000003,114.42875000000002,76.28583333333334,286.07187500000003
51,0,183,88,active,1.725,2773.36875,138.6684375,92.445625,346.67109375
35,0,157,51,moderate,1.55,1790.6375,89.53187500000001,59.687916666666666,223.8296875
47,0,170,78,very_active,1.9,2748.35,137.4175,91.61166666666666,343.54375
32,0,183,90,sedentary,1.2,2067.2999999999997,103.365,68.91,258.41249999999997
44,1,153,59,active,1.725,2296.40625,114.8203125,76.546875,287.05078125
51,1,174,51,active,1.725,2324.4375,116.22187500000001,77.48124999999999,290.5546875
55,0,164,60,very_active,1.9,2259.1,112.955,75.30333333333333,282.3875
50,0,153,62,moderate,1.55,1806.1375,90.306875,60.204583333333325,225.7671875
41,0,194,59,sedentary,1.2,1723.8,86.19,57.46,215.475
32,1,161,63,moderate,1.55,2295.9375,114.796875,76.53125,286.9921875
47,0,181,67,light,1.375,1932.21875,96.6109375,64.40729166666667,241.52734375
59,1,181,58,moderate,1.55,2202.9375,110.14687500000001,73.43125,275.3671875
34,1,177,88,active,1.725,3141.65625,157.08281250000002,104.721875,392.70703125
22,1,162,77,sedentary,1.2,2013.0,100.65,67.1,251.625
46,0,180,52,moderate,1.55,1943.7,97.185,64.79,242.9625
21,1,163,69,sedentary,1.2,1930.5,96.525,64.35,241.3125
27,0,169,55,sedentary,1.2,1572.3,78.61500000000001,52.41,196.5375
34,1,167,76,light,1.375,2253.28125,112.6640625,75.109375,281.66015625
27,0,178,51,light,1.375,1823.9375,91.196875,60.797916666666666,227.9921875
34,1,155,78,active,1.725,2731.96875,136.59843750000002,91.065625,341.49609375
37,0,181,87,very_active,1.9,3144.975,157.24875,104.8325,393.121875
41,1,178,52,sedentary,1.2,1719.0,85.95,57.29999999999999,214.875
22,0,192,65,very_active,1.9,3000.1,150.005,100.00333333333333,375.0125
51,0,151,79,active,1.725,2273.11875,113.65593750000001,75.770625,284.13984375
23,0,172,89,sedentary,1.2,2026.8,101.34,67.56,253.35
19,0,168,51,sedentary,1.2,1564.8,78.24000000000001,52.16,195.6
30,1,180,66,very_active,1.9,3116.0,155.8,103.86666666666666,389.5
60,1,154,90,moderate,1.55,2429.625,121.48125,80.9875,303.703125
60,0,168,61,light,1.375,1648.625,82.43125,54.954166666666666,206.078125
28,1,183,84,moderate,1.55,2865.5625,143.27812500000002,95.51875,358.1953125
64,0,159,92,very_active,1.9,2722.225,136.11125,90.74083333333333,340.278125
40,0,174,50,light,1.375,1686.4375,84.321875,56.21458333333333,210.8046875
33,1,151,94,moderate,1.55,2671.8125,133.59062500000002,89.06041666666665,333.9765625
48,0,160,64,light,1.375,1703.625,85.18125,56.787499999999994,212.953125
28,0,199,75,sedentary,1.2,2031.3,101.565,67.71,253.9125
33,1,180,86,moderate,1.55,2828.75,141.4375,94.29166666666667,353.59375
25,0,164,70,light,1.375,1978.625,98.93125,65.95416666666667,247.328125
21,0,158,98,light,1.375,2339.5625,116.978125,77.98541666666667,292.4453125
57,0,172,80,light,1.375,1964.875,98.24375,65.49583333333334,245.609375
21,0,168,74,moderate,1.55,2362.2000000000003,118.11000000000001,78.74000000000001,295.27500000000003
42,1,158,72,active,1.725,2591.8125,129.59062500000002,86.39375,323.9765625
20,1,184,73,moderate,1.55,2766.75,138.3375,92.225,345.84375
49,1,170,87,very_active,1.9,3215.75,160.78750000000002,107.19166666666666,401.96875
20,0,158,77,moderate,1.55,2319.5750000000003,115.97875000000002,77.31916666666667,289.94687500000003
44,0,177,70,light,1.375,1959.71875,97.9859375,65.32395833333334,244.96484375
46,1,195,92,sedentary,1.2,2296.5,114.825,76.55,287.0625
49,0,156,67,moderate,1.55,1920.45,96.02250000000001,64.015,240.05625
36,0,165,85,moderate,1.55,2387.3875000000003,119.36937500000002,79.57958333333335,298.42343750000003
38,0,165,84,light,1.375,2090.34375,104.5171875,69.678125,261.29296875
22,0,182,94,sedentary,1.2,2167.7999999999997,108.38999999999999,72.25999999999999,270.97499999999997
35,1,153,58,sedentary,1.2,1639.5,81.97500000000001,54.65,204.9375
45,1,153,87,very_active,1.9,3051.875,152.59375,101.72916666666667,381.484375
59,1,188,79,moderate,1.55,2596.25,129.8125,86.54166666666667,324.53125
39,0,189,93,sedentary,1.2,2106.2999999999997,105.315,70.20999999999998,263.28749999999997
38,1,166,83,sedentary,1.2,2019.0,100.95,67.3,252.375
23,1,186,81,active,1.725,3212.8125,160.640625,107.09375,401.6015625
18,0,188,52,active,1.725,2490.9,124.54500000000002,83.03,311.3625
22,0,178,52,sedentary,1.2,1633.8,81.69,54.46,204.225
58,1,185,77,very_active,1.9,3118.375,155.91875000000002,103.94583333333333,389.796875
29,1,187,93,sedentary,1.2,2350.5,117.525,78.35,293.8125
43,1,188,64,light,1.375,2206.875,110.34375,73.5625,275.859375
63,1,199,90,moderate,1.55,2842.3125,142.115625,94.74375,355.2890625
51,0,186,72,very_active,1.9,2786.35,139.3175,92.87833333333333,348.29375
31,1,184,89,light,1.375,2598.75,129.9375,86.625,324.84375
43,1,156,60,very_active,1.9,2593.5,129.675,86.44999999999999,324.1875
62,0,176,97,light,1.375,2198.625,109.93125,73.2875,274.828125
44,1,177,81,moderate,1.55,2636.9375,131.846875,87.89791666666666,329.6171875
26,0,171,85,moderate,1.55,2523.0125000000003,126.15062500000002,84.10041666666667,315.37656250000003
43,0,163,82,active,1.725,2523.24375,126.16218750000002,84.108125,315.40546875
64,0,156,73,light,1.375,1683.0,84.15,56.099999999999994,210.375
39,1,186,88,active,1.725,3195.5625,159.77812500000002,106.51875,399.4453125
64,1,171,83,light,1.375,2177.65625,108.8828125,72.58854166666667,272.20703125
47,0,154,77,active,1.725,2305.4625,115.27312500000001,76.84875,288.1828125
60,1,151,86,moderate,1.55,2338.5625,116.92812500000001,77.95208333333333,292.3203125
34,1,176,56,very_active,1.9,2840.5,142.025,94.68333333333334,355.0625
43,0,170,53,active,1.725,2098.4625,104.92312500000001,69.94875,262.3078125
53,0,187,86,light,1.375,2203.78125,110.1890625,73.459375,275.47265625
18,1,164,50,light,1.375,1980.0,99.0,66.0,247.5
25,0,170,50,moderate,1.55,1978.575,98.92875000000001,65.9525,247.321875
52,1,159,96,light,1.375,2335.78125,116.7890625,77.859375,291.97265625
32,1,172,69,sedentary,1.2,1932.0,96.60000000000001,64.4,241.5
64,1,188,68,very_active,1.9,2926.0,146.3,97.53333333333333,365.75
39,1,154,78,active,1.725,2678.0625,133.90312500000002,89.26875,334.7578125
31,0,150,59,very_active,1.9,2301.85,115.0925,76.72833333333332,287.73125
43,0,162,67,moderate,1.55,2025.075,101.25375000000001,67.5025,253.134375
45,0,170,77,active,1.725,2495.2125,124.760625,83.17375,311.9015625
40,0,175,84,active,1.725,2712.99375,135.6496875,90.433125,339.12421875
31,1,199,92,sedentary,1.2,2416.5,120.825,80.55,302.0625
41,1,194,96,moderate,1.55,3057.375,152.86875,101.9125,382.171875
19,0,170,80,light,1.375,2208.9375,110.446875,73.63125,276.1171875
62,1,167,76,sedentary,1.2,1798.5,89.92500000000001,59.949999999999996,224.8125
43,1,186,60,sedentary,1.2,1863.0,93.15,62.099999999999994,232.875
31,1,194,98,very_active,1.9,3880.75,194.03750000000002,129.35833333333332,485.09375
24,0,181,98,very_active,1.9,3477.475,173.87375,115.91583333333331,434.684375
20,0,185,87,very_active,1.9,3353.975,167.69875000000002,111.79916666666665,419.246875
64,0,166,54,sedentary,1.2,1315.8,65.79,43.85999999999999,164.475
40,1,184,57,light,1.375,2096.875,104.84375,69.89583333333333,262.109375
63,0,198,83,active,1.725,2745.3375,137.266875,91.51125,343.1671875
60,0,160,97,very_active,1.9,2867.1,143.355,95.57,358.3875
64,0,170,61,light,1.375,1638.3125,81.915625,54.610416666666666,204.7890625
62,0,175,87,moderate,1.55,2313.7625000000003,115.68812500000001,77.12541666666668,289.22031250000003
35,0,153,50,very_active,1.9,2128.475,106.42375,70.94916666666666,266.059375
55,0,183,80,active,1.725,2600.86875,130.0434375,86.695625,325.10859375
52,1,197,53,moderate,1.55,2334.6875,116.734375,77.82291666666667,291.8359375
32,1,167,98,moderate,1.55,2896.5625,144.828125,96.55208333333333,362.0703125
42,0,189,94,active,1.725,3019.18125,150.95906250000002,100.639375,377.39765625
54,0,184,99,very_active,1.9,3247.1,162.35500000000002,108.23666666666665,405.8875
45,1,190,54,sedentary,1.2,1809.0,90.45,60.29999999999999,226.125
27,1,178,79,active,1.725,3057.5625,152.878125,101.91874999999999,382.1953125
56,0,178,73,active,1.725,2417.5875,120.87937500000001,80.58625,302.1984375
34,0,187,52,active,1.725,2342.11875,117.10593750000001,78.070625,292.76484375
56,0,191,60,moderate,1.55,2096.7625000000003,104.83812500000002,69.89208333333335,262.09531250000003
39,0,170,94,light,1.375,2263.9375,113.196875,75.46458333333334,282.9921875
43,1,191,53,sedentary,1.2,1816.5,90.825,60.54999999999999,227.0625
61,0,162,75,very_active,1.9,2463.35,123.1675,82.11166666666666,307.91875
42,0,198,76,very_active,1.9,3090.35,154.5175,103.01166666666666,386.29375
34,0,190,95,light,1.375,2483.9375,124.196875,82.79791666666667,310.4921875
30,0,166,92,active,1.725,2840.2125,142.010625,94.67375,355.0265625
37,1,158,76,sedentary,1.2,1881.0,94.05000000000001,62.699999999999996,235.125
42,1,190,91,very_active,1.9,3595.75,179.78750000000002,119.85833333333332,449.46875
21,1,150,99,very_active,1.9,3472.25,173.6125,115.74166666666666,434.03125
27,0,151,55,active,1.725,2066.11875,103.30593750000001,68.870625,258.26484375
20,0,197,64,light,1.375,2214.09375,110.7046875,73.803125,276.76171875
58,1,178,79,sedentary,1.2,1941.0,97.05000000000001,64.69999999999999,242.625
62,0,182,91,light,1.375,2167.6875,108.384375,72.25625,270.9609375
35,0,159,86,light,1.375,2086.90625,104.3453125,69.56354166666667,260.86328125
64,1,199,86,sedentary,1.2,2146.5,107.325,71.55,268.3125
53,1,189,91,sedentary,1.2,2197.5,109.875,73.25,274.6875
64,1,170,86,very_active,1.9,3054.25,152.7125,101.80833333333334,381.78125
39,1,177,84,very_active,1.9,3336.875,166.84375,111.22916666666667,417.109375
51,0,160,72,sedentary,1.2,1564.8,78.24000000000001,52.16,195.6
64,0,183,55,moderate,1.55,1879.7625,93.98812500000001,62.658750000000005,234.9703125
25,1,157,53,very_active,1.9,2643.375,132.16875000000002,88.1125,330.421875
57,0,171,67,moderate,1.55,2003.7625,100.18812500000001,66.79208333333332,250.4703125
61,1,157,58,sedentary,1.2,1513.5,75.675,50.45,189.1875
36,1,198,98,very_active,1.9,3880.75,194.03750000000002,129.35833333333332,485.09375
59,0,164,78,light,1.375,1854.875,92.74375,61.829166666666666,231.859375
58,1,166,62,sedentary,1.2,1647.0,82.35000000000001,54.9,205.875
54,0,172,96,active,1.725,2766.9,138.345,92.23,345.8625
23,0,173,66,moderate,1.55,2271.1375000000003,113.55687500000002,75.70458333333335,283.89218750000003
43,0,194,94,sedentary,1.2,2131.7999999999997,106.58999999999999,71.05999999999999,266.47499999999997
51,0,168,81,sedentary,1.2,1732.8,86.64,57.75999999999999,216.6
62,1,154,97,very_active,1.9,3092.25,154.6125,103.07499999999999,386.53125
23,0,181,71,very_active,1.9,2973.975,148.69875,99.1325,371.746875
54,1,193,53,very_active,1.9,2795.375,139.76875,93.17916666666666,349.421875
50,1,150,54,active,1.725,2126.0625,106.30312500000001,70.86875,265.7578125
39,1,172,86,very_active,1.9,3315.5,165.775,110.51666666666667,414.4375
38,1,186,90,sedentary,1.2,2253.0,112.65,75.1,281.625
23,0,157,98,very_active,1.9,3201.975,160.09875,106.7325,400.246875
23,0,162,62,light,1.375,1865.1875,93.259375,62.172916666666666,233.1484375
21,1,157,83,very_active,1.9,3251.375,162.56875000000002,108.37916666666666,406.421875
47,1,172,94,active,1.725,3079.125,153.95625,102.63749999999999,384.890625
28,0,192,71,light,1.375,2212.375,110.61875,73.74583333333334,276.546875
47,1,150,72,sedentary,1.2,1713.0,85.65,57.099999999999994,214.125
48,0,194,52,sedentary,1.2,1597.8,79.89,53.26,199.725
41,1,173,91,moderate,1.55,2776.4375,138.821875,92.54791666666667,347.0546875
26,0,184,83,light,1.375,2322.375,116.11875,77.4125,290.296875
20,1,173,81,moderate,1.55,2784.1875,139.209375,92.80625,348.0234375
48,1,166,94,light,1.375,2395.9375,119.796875,79.86458333333333,299.4921875
57,0,154,98,light,1.375,2057.6875,102.884375,68.58958333333334,257.2109375
54,1,169,70,active,1.725,2572.40625,128.6203125,85.74687499999999,321.55078125
53,1,170,95,moderate,1.55,2716.375,135.81875,90.54583333333333,339.546875
41,0,189,93,active,1.725,3010.55625,150.5278125,100.351875,376.31953125
48,1,180,70,light,1.375,2186.25,109.3125,72.875,273.28125
23,0,195,93,sedentary,1.2,2247.2999999999997,112.365,74.91,280.91249999999997
19,0,185,60,light,1.375,2062.84375,103.1421875,68.76145833333334,257.85546875
37,1,160,88,active,1.725,2932.5,146.625,97.75,366.5625
45,1,164,53,moderate,1.55,2069.25,103.4625,68.975,258.65625
28,1,168,50,moderate,1.55,2193.25,109.66250000000001,73.10833333333333,274.15625
21,1,156,77,active,1.725,2837.625,141.88125,94.5875,354.703125
32,1,177,73,moderate,1.55,2605.9375,130.296875,86.86458333333333,325.7421875
23,1,192,84,very_active,1.9,3667.0,183.35000000000002,122.23333333333332,458.375
47,1,154,62,sedentary,1.2,1623.0,81.15,54.099999999999994,202.875
55,0,154,96,sedentary,1.2,1783.8,89.19,59.46,222.975
19,1,179,83,sedentary,1.2,2230.5,111.525,74.35,278.8125
32,0,181,60,moderate,1.55,2185.8875000000003,109.29437500000002,72.86291666666666,273.23593750000003
28,1,157,85,moderate,1.55,2629.1875,131.459375,87.63958333333333,328.6484375
25,1,159,66,light,1.375,2108.90625,105.4453125,70.296875,263.61328125
43,0,187,84,light,1.375,2245.03125,112.2515625,74.834375,280.62890625
62,1,196,67,sedentary,1.2,1908.0,95.4,63.599999999999994,238.5
61,1,181,89,very_active,1.9,3270.375,163.51875,109.01249999999999,408.796875
22,0,197,71,light,1.375,2296.59375,114.8296875,76.553125,287.07421875
23,1,177,73,light,1.375,2373.59375,118.6796875,79.11979166666667,296.69921875
43,1,166,68,moderate,1.55,2336.625,116.83125000000001,77.88749999999999,292.078125
21,1,180,86,very_active,1.9,3581.5,179.07500000000002,119.38333333333334,447.6875
36,0,157,88,sedentary,1.2,1824.3,91.215,60.809999999999995,228.0375
37,1,189,70,light,1.375,2339.21875,116.9609375,77.97395833333333,292.40234375
50,1,174,57,very_active,1.9,2683.75,134.1875,89.45833333333333,335.46875
37,1,158,77,very_active,1.9,2997.25,149.8625,99.90833333333333,374.65625
29,1,151,54,sedentary,1.2,1612.5,80.625,53.75,201.5625
64,0,164,66,very_active,1.9,2287.6,114.38,76.25333333333333,285.95
18,0,199,86,very_active,1.9,3520.225,176.01125000000002,117.34083333333332,440.028125
43,1,152,85,very_active,1.9,3021.0,151.05,100.69999999999999,377.625
31,1,198,68,light,1.375,2430.3125,121.515625,81.01041666666667,303.7890625
55,0,185,76,sedentary,1.2,1776.3,88.815,59.21,222.0375
54,0,153,83,very_active,1.9,2574.975,128.74875,85.8325,321.871875
28,1,163,60,very_active,1.9,2819.125,140.95625,93.97083333333333,352.390625
53,0,190,94,light,1.375,2339.5625,116.978125,77.98541666666667,292.4453125
30,1,190,96,sedentary,1.2,2403.0,120.15,80.1,300.375
60,0,174,61,moderate,1.55,1916.575,95.82875000000001,63.88583333333333,239.571875
20,0,199,70,light,1.375,2313.78125,115.6890625,77.12604166666667,289.22265625
50,0,159,60,sedentary,1.2,1419.3,70.965,47.309999999999995,177.4125
23,0,170,88,very_active,1.9,3166.35,158.3175,105.545,395.79375
27,1,185,77,sedentary,1.2,2155.5,107.775,71.85,269.4375
22,0,161,54,sedentary,1.2,1530.3,76.515,51.01,191.2875
40,0,176,66,sedentary,1.2,1678.8,83.94,55.96,209.85
27,1,189,69,moderate,1.55,2698.9375,134.946875,89.96458333333334,337.3671875
61,0,151,90,sedentary,1.2,1653.3,82.665,55.10999999999999,206.6625
19,0,162,95,moderate,1.55,2645.0750000000003,132.25375000000003,88.16916666666667,330.63437500000003
